


whisper '/Users/jzhang/Downloads/慧灯禅修课49 住动觉三要修法（临时版）.mp4' --model turbo

jzhang@jzhangs-MacBook-Pro tmp2 % whisper '/Users/jzhang/Downloads/慧灯禅修课49 住动觉三要修法（临时版）.mp4' --model turbo
100%|█████████████████████████████████████| 1.51G/1.51G [03:59<00:00, 6.75MiB/s]
[01:42:13.820 --> 01:42:15.640] 最简单的修法
[01:42:15.640 --> 01:42:17.120] 最简单的修法啊
[01:42:17.120 --> 01:42:18.880] 实际上大圆满的修法
[01:42:18.880 --> 01:42:20.600] 也是这样子的啊
[01:42:20.600 --> 01:42:22.020] 是大圆满的修法
[01:42:22.020 --> 01:42:22.820] 也是这样子
[01:42:22.820 --> 01:42:24.020] 大圆满的修法呢
[01:42:24.020 --> 01:42:24.840] 其实也比这个
[01:42:24.840 --> 01:42:26.260] 还要更简单一点啊
[01:42:26.260 --> 01:42:27.200] 这就是说
[01:42:27.200 --> 01:42:27.880] 这个是说
[01:42:27.880 --> 01:42:29.520] 在大收音里面呢
[01:42:29.520 --> 01:42:31.440] 这是最最简单的
[01:42:31.440 --> 01:42:32.840] 没有更简单的
[01:42:32.840 --> 01:42:34.860] 像这个
[01:42:34.860 --> 01:42:36.140] 像这个啊
[01:42:36.140 --> 01:42:38.360] 那个修本尊啊
[01:42:38.360 --> 01:42:40.140] 吃肘啊
[01:42:40.140 --> 01:42:41.480] 这些很多很多
[01:42:41.480 --> 01:42:42.700] 繁琐的东西啊
[01:42:42.700 --> 01:42:43.980] 他刚才前面也不就
[01:42:43.980 --> 01:42:45.240] 不就讲过了吗
[01:42:45.240 --> 01:42:46.660] 他不但是不用
[01:42:46.660 --> 01:42:49.120] 这些繁琐的理论啊
[01:42:49.120 --> 01:42:50.960] 连观想啊
[01:42:50.960 --> 01:42:51.720] 吃肘啊
[01:42:51.720 --> 01:42:52.840] 这些繁琐的东西
[01:42:52.840 --> 01:42:53.360] 他也
[01:42:53.360 --> 01:42:54.880] 也没有用啊
[01:42:54.880 --> 01:42:56.980] 只是直接就是看
[01:42:56.980 --> 01:42:58.680] 新的这个
[01:42:58.680 --> 01:42:59.200] 本心
[01:42:59.200 --> 01:43:01.420] 所以这个特别简单
[01:43:01.420 --> 01:43:02.460] 还他也就是
[01:43:02.460 --> 01:43:04.440] 也没有要求啊
[01:43:04.440 --> 01:43:05.860] 一定要新经下来啊
[01:43:05.860 --> 01:43:07.200] 那那这个也就是
[01:43:07.200 --> 01:43:09.160] 一个非常简单的方法
[01:43:09.160 --> 01:43:10.040] 没有一个比这个
[01:43:10.040 --> 01:43:11.880] 更简单的方法啊
[01:43:11.880 --> 01:43:13.920] 但是他虽然简单啊
[01:43:13.920 --> 01:43:14.720] 但是呢
[01:43:14.720 --> 01:43:17.040] 他是非常的神奥
[01:43:17.040 --> 01:43:18.580] 非常的神奥
[01:43:18.580 --> 01:43:20.620] 所以非常有意义
[01:43:20.620 --> 01:43:21.700] 但他说呢
[01:43:21.700 --> 01:43:23.580] 关键在于实修
[01:43:23.580 --> 01:43:25.400] 关键在于实修
[01:43:25.400 --> 01:43:27.240] 大家必须要记住这句话
[01:43:27.240 --> 01:43:29.820] 没有一个比这个
[01:43:29.820 --> 01:43:33.020] 更简单的方
[01:43:33.020 --> 01:43:34.880] 你们就是真天啊
[01:43:34.880 --> 01:43:35.420] 就是这个
[01:43:35.420 --> 01:43:36.520] 跑这里跑那里
[01:43:36.520 --> 01:43:38.160] 就是希望找到一个
[01:43:38.160 --> 01:43:39.280] 更简单的啊
[01:43:39.280 --> 01:43:40.560] 或者是甚至是
[01:43:40.560 --> 01:43:41.460] 直接就自己
[01:43:41.460 --> 01:43:42.680] 什么都不需要付出
[01:43:42.680 --> 01:43:43.700] 就某一个人
[01:43:43.700 --> 01:43:45.660] 就直接就让我们啊
[01:43:45.660 --> 01:43:47.560] 就是像西方宗教认为
[01:43:47.560 --> 01:43:48.960] 就只要你相信上帝
[01:43:48.960 --> 01:43:50.400] 上帝把你的所有事情
[01:43:50.400 --> 01:43:52.100] 都一切都安排好
[01:43:52.100 --> 01:43:53.660] 就是这种心态啊
[01:43:53.660 --> 01:43:54.640] 就是说就自己
[01:43:54.640 --> 01:43:55.640] 什么都不需要了
[01:43:55.640 --> 01:43:56.760] 就是某一个上师
[01:43:56.760 --> 01:43:58.880] 直接让自己
[01:43:58.880 --> 01:44:00.500] 没有这样子的东西
[01:44:00.500 --> 01:44:01.740] 必须要自己去做
[01:44:01.740 --> 01:44:04.100] 必须要自己要努力
[01:44:04.100 --> 01:44:06.280] 但是在这个努力
[01:44:06.280 --> 01:44:09.080] 自己努力的这个方向
[01:44:09.080 --> 01:44:11.000] 那这个必须是
[01:44:11.000 --> 01:44:11.920] 必须是
[01:44:11.920 --> 01:44:13.680] 一定是要正确
[01:44:13.680 --> 01:44:15.060] 一定正确
[01:44:15.060 --> 01:44:15.500] 然后呢
[01:44:15.500 --> 01:44:16.580] 太繁琐了呢
[01:44:16.580 --> 01:44:17.820] 太繁琐的话
[01:44:17.820 --> 01:44:18.780] 那我们也没有
[01:44:18.780 --> 01:44:19.720] 那么多的时间
[01:44:19.720 --> 01:44:22.240] 即使简单
[01:44:22.240 --> 01:44:24.340] 简单明了
[01:44:24.340 --> 01:44:25.720] 然后呢
[01:44:25.720 --> 01:44:28.120] 又是一个非常正确的
[01:44:28.120 --> 01:44:29.680] 有些方法
[01:44:29.680 --> 01:44:31.040] 虽然很简单啊
[01:44:31.040 --> 01:44:31.460] 但是呢
[01:44:31.460 --> 01:44:33.340] 它这里面没有什么
[01:44:33.340 --> 01:44:35.900] 没有什么这个含义
[01:44:35.900 --> 01:44:38.460] 没有什么这个真正的内容
[01:44:38.460 --> 01:44:39.820] 那这样子也有啊
[01:44:39.820 --> 01:44:40.820] 也很简单的
[01:44:40.820 --> 01:44:42.940] 那这个就不一样了啊
[01:44:42.940 --> 01:44:44.600] 关键在于实修
[01:44:44.600 --> 01:44:46.420] 如果不实修
[01:44:46.420 --> 01:44:48.900] 那这个再简单也是没有
[01:44:48.900 --> 01:44:50.360] 永远都做不出来
[01:44:50.360 --> 01:44:51.460] 永远都做不到
[01:44:51.460 --> 01:44:54.360] 所以就关键在于实修啊
[01:44:54.360 --> 01:44:57.920] 这个大家一定要这个努力
[01:44:57.920 --> 01:45:00.420] 没有比这个更重要的啊
[01:45:00.420 --> 01:45:02.500] 大家一定一定要这个努力
[01:45:02.500 --> 01:45:03.180] 那然后呢
[01:45:03.180 --> 01:45:03.940] 我们今天呢
[01:45:03.940 --> 01:45:06.880] 也就加了这个禅宗的这个内容
[01:45:06.880 --> 01:45:08.420] 这样子以后呢
[01:45:08.420 --> 01:45:11.700] 这就叫做这个散大合一
[01:45:11.700 --> 01:45:12.980] 散大合一
[01:45:12.980 --> 01:45:15.160] 大圆满大收音啊
[01:45:15.160 --> 01:45:16.240] 大中观啊
[01:45:16.240 --> 01:45:17.460] 大中观就是这个
[01:45:17.460 --> 01:45:19.200] 这个禅宗啊
[01:45:19.200 --> 01:45:21.660] 散大合一的这个方法
[01:45:21.660 --> 01:45:24.080] 然后这是美波仁波切啊
[01:45:24.080 --> 01:45:25.660] 这个主的啊
[01:45:25.660 --> 01:45:26.740] 美波仁波切写的
[01:45:26.740 --> 01:45:27.320] 曼干冷
[01:45:27.320 --> 01:45:29.480] 好
[01:45:29.480 --> 01:45:30.160] 然后呢
[01:45:30.160 --> 01:45:32.540] 还有几分钟的这个时间啊
[01:45:32.540 --> 01:45:33.460] 还有十多分钟
[01:45:33.460 --> 01:45:35.540] 大家有什么疑问啊
[01:45:35.540 --> 01:45:37.100] 可以问一问这个问题
[01:45:37.100 --> 01:45:49.400] 请问上是净土里讲的各种净土
[01:45:49.400 --> 01:45:51.780] 是了异的说法
[01:45:51.780 --> 01:45:55.720] 各种各样的净土是了异的说法
[01:45:55.720 --> 01:45:57.100] 还是不了异的说法
[01:45:57.100 --> 01:45:59.160] 净土发门啊
[01:45:59.160 --> 01:46:01.740] 就是我们讲的西方极乐世界净土啊
[01:46:01.740 --> 01:46:02.720] 还有其他净土
[01:46:02.720 --> 01:46:03.040] 是不是
[01:46:03.040 --> 01:46:04.100] 它是一种了异的说法
[01:46:04.100 --> 01:46:05.300] 就是了异不了异
[01:46:05.300 --> 01:46:08.280] 了异不了异有很多不同的这个分类啊
[01:46:08.280 --> 01:46:13.680] 就是反识讲世俗的的这个都叫做不了异啊
[01:46:13.680 --> 01:46:17.100] 反识讲空心的都叫做了异啊
[01:46:17.100 --> 01:46:19.600] 那从这个角度这样子衡量的话
[01:46:19.600 --> 01:46:22.760] 那就讲西方极乐世界讲的都是世俗的啊
[01:46:22.760 --> 01:46:24.300] 那就是不了异啊
[01:46:24.300 --> 01:46:26.280] 但是这个不了异啊
[01:46:26.280 --> 01:46:28.400] 就不能不能认为啊
[01:46:28.400 --> 01:46:30.100] 这个不了异是不存在
[01:46:30.100 --> 01:46:33.080] 不是它世俗里面是真实真实的
[01:46:33.080 --> 01:46:34.640] 真实的存在的
[01:46:34.640 --> 01:46:38.400] 那我们修行的同时
[01:46:38.400 --> 01:46:40.440] 是不是一定要选择一个净土
[01:46:40.440 --> 01:46:42.660] 还是只要好好修行就可以了
[01:46:43.200 --> 01:46:48.520] 什么好好修行就可以了
[01:46:48.520 --> 01:46:50.200] 这两个都需要好好修行
[01:46:50.200 --> 01:46:51.080] 就是好好修净土
[01:46:51.080 --> 01:46:52.600] 还是好好修什么呀
[01:46:52.600 --> 01:46:54.800] 就是说是不是一定要选择一个净土
[01:46:54.800 --> 01:46:55.880] 还是说不需要
[01:46:55.880 --> 01:46:57.660] 一定要选择一个净土
[01:46:57.660 --> 01:46:59.740] 没有说一定要怎么怎么样
[01:46:59.740 --> 01:47:00.800] 这个都是自己
[01:47:00.800 --> 01:47:03.780] 但是如果是这个净迷啊
[01:47:03.780 --> 01:47:05.200] 双修是很好的
[01:47:05.200 --> 01:47:08.940] 建议就是大家一方面修密宗啊
[01:47:08.940 --> 01:47:10.100] 然后呢一方面呢
[01:47:10.100 --> 01:47:12.980] 修净土这个是非常好的选择啊
[01:47:12.980 --> 01:47:15.060] 但也不是说一定要这么的
[01:47:15.060 --> 01:47:20.660] 法王如一宝说临终时说
[01:47:20.660 --> 01:47:22.900] 要往生西方极乐世界
[01:47:22.900 --> 01:47:25.440] 它只是一种方便的说法吗
[01:47:25.440 --> 01:47:27.300] 如果大圆满修行人
[01:47:27.300 --> 01:47:29.500] 是否都需要这样发愿
[01:47:29.500 --> 01:47:31.780] 如果不发愿往生会怎么样呢
[01:47:31.780 --> 01:47:33.460] 这刚才说了啊
[01:47:33.460 --> 01:47:37.020] 这个你不是说一定要每一个人要怎么怎么样啊
[01:47:37.020 --> 01:47:37.620] 但是呢
[01:47:37.620 --> 01:47:41.740] 这个比如说你修大圆满的同时修净土
[01:47:41.740 --> 01:47:43.020] 这个也没问题啊
[01:47:43.020 --> 01:47:44.940] 你比如说大圆满成就了
[01:47:44.940 --> 01:47:47.500] 你也可以就往生西方极乐世界啊
[01:47:47.500 --> 01:47:49.640] 都这个都不矛盾的
[01:47:49.640 --> 01:47:53.960] 法王如一宝
[01:47:53.960 --> 01:47:59.020] 这个就是当然就是孤立大家好好念这个念佛
[01:47:59.020 --> 01:48:01.120] 大家就是争取啊
[01:48:01.120 --> 01:48:02.700] 就往生西方极乐世界
[01:48:02.700 --> 01:48:05.200] 可能是这样子
[01:48:05.200 --> 01:48:09.780] 金刚诀心咒共修
[01:48:09.780 --> 01:48:11.940] 这是大家都可以修的呢
[01:48:11.940 --> 01:48:13.780] 还是说必须要有什么灌顶
[01:48:13.780 --> 01:48:14.720] 灌顶才可以
[01:48:14.720 --> 01:48:16.600] 有了灌顶就可以
[01:48:16.600 --> 01:48:19.680] 就是说没有灌顶不能念这个
[01:48:19.680 --> 01:48:21.520] 这个心咒的心咒吗
[01:48:21.520 --> 01:48:24.080] 念个心咒应该是没问题啊
[01:48:24.080 --> 01:48:26.140] 但是呢就是还是按照这个
[01:48:26.140 --> 01:48:29.800] 密宗的那个生起次第的方式修的话
[01:48:29.800 --> 01:48:31.880] 那就要灌顶啊
[01:48:31.880 --> 01:48:34.580] 只是吃个这个心咒应该没问题
[01:48:34.580 --> 01:48:35.920] 对
[01:48:35.920 --> 01:48:43.680] 初步证悟的人还有必要修念诵吗
[01:48:43.680 --> 01:48:44.280] 为什么
[01:48:44.280 --> 01:48:44.800] 修什么
[01:48:44.800 --> 01:48:46.660] 需要念诵啊
[01:48:46.660 --> 01:48:48.080] 修鱼鬼那些吗
[01:48:48.080 --> 01:48:49.220] 也需要需要都需要
[01:48:49.220 --> 01:48:50.280] 需要
[01:48:50.280 --> 01:48:54.300] 为什么顶果亲者法王这样的大成就者
[01:48:54.300 --> 01:48:56.680] 还要需要一天到晚修法
[01:48:56.680 --> 01:48:59.300] 一些大成就者还需要修曼诈
[01:48:59.300 --> 01:49:00.400] 这个我不知道
[01:49:00.400 --> 01:49:02.100] 要问问顶果亲者人不记得
[01:49:02.100 --> 01:49:03.960] 这些弟子们
[01:49:03.960 --> 01:49:08.320] 如果安珠在空性中不是更高级的修法吗
[01:49:08.320 --> 01:49:09.300] 是啊
[01:49:09.300 --> 01:49:12.380] 但是呢你能不能看安珠在这个空性当中
[01:49:12.380 --> 01:49:14.380] 这个以前磨合眼也是这么讲了
[01:49:14.380 --> 01:49:15.900] 所有就安珠就可以了
[01:49:15.900 --> 01:49:17.180] 其他都不需要了
[01:49:17.180 --> 01:49:23.600] 然后就产生了一个很大的分歧啊
[01:49:23.600 --> 01:49:26.440] 所以呢你如果是证悟了那当然是可以了
[01:49:26.440 --> 01:49:28.520] 但如果是没有证悟的话呢
[01:49:28.520 --> 01:49:30.880] 你这个世俗的这些都不做
[01:49:30.880 --> 01:49:32.480] 什么都不想
[01:49:32.480 --> 01:49:34.320] 那不就就落空了吗
[01:49:34.320 --> 01:49:41.200] 看不您说过
[01:49:41.200 --> 01:49:43.880] 初步证悟的人在投生已经不
[01:49:43.880 --> 01:49:46.380] 不再完全是因为业力
[01:49:46.380 --> 01:49:49.460] 怨力已经可以发挥很大的作用
[01:49:49.460 --> 01:49:52.100] 可以投生到非洲啊
[01:49:52.100 --> 01:49:53.080] 中东这些地方
[01:49:53.080 --> 01:49:55.380] 已经可以帮助到很多人
[01:49:55.380 --> 01:49:58.120] 那他记得前世的怨力吗
[01:49:58.120 --> 01:50:00.480] 还是说他不一定记得
[01:50:00.480 --> 01:50:02.920] 冥冥中有护法的指引
[01:50:02.920 --> 01:50:04.760] 异地菩萨
[01:50:04.760 --> 01:50:06.720] 异地菩萨以上的
[01:50:06.720 --> 01:50:08.960] 他就一定会记得这个前世的
[01:50:08.960 --> 01:50:10.140] 这个各种各样的事情
[01:50:10.140 --> 01:50:13.380] 异地一下就叫做凡夫啊
[01:50:13.380 --> 01:50:15.720] 凡夫就不一定不一定记得
[01:50:15.720 --> 01:50:18.320] 凡夫就是不一定记得
[01:50:18.320 --> 01:50:21.140] 然后呢凡夫呢
[01:50:21.140 --> 01:50:24.980] 基本上都是业力投生
[01:50:24.980 --> 01:50:28.280] 少部分的是也有原理投生的
[01:50:28.280 --> 01:50:30.460] 但是异地医上呢
[01:50:30.460 --> 01:50:32.480] 是没有一个是业力投生
[01:50:32.480 --> 01:50:36.080] 那就是不是原理
[01:50:36.080 --> 01:50:37.380] 就是禅丁
[01:50:37.380 --> 01:50:39.780] 用这样子的力量投生的
[01:50:39.780 --> 01:50:47.940] 秘法未受灌顶
[01:50:47.940 --> 01:50:48.680] 无成就
[01:50:48.680 --> 01:50:51.000] 犹如沙子无法扎出油
[01:50:51.000 --> 01:50:53.660] 那显宗的法都没有灌顶
[01:50:53.660 --> 01:50:55.320] 为什么可以成就呢
[01:50:55.320 --> 01:50:58.300] 有一种说法是
[01:50:58.300 --> 01:50:59.960] 秘法没有经过灌顶
[01:50:59.960 --> 01:51:01.000] 就无法成就
[01:51:01.000 --> 01:51:01.520] 对
[01:51:01.520 --> 01:51:03.800] 就像沙子无法扎出油一样
[01:51:03.800 --> 01:51:05.240] 那说为什么
[01:51:05.240 --> 01:51:07.080] 显宗的法都没有灌顶
[01:51:07.080 --> 01:51:08.540] 那为什么显宗还是可以成就
[01:51:08.540 --> 01:51:10.460] 那就是他自己的方法成就的
[01:51:10.460 --> 01:51:12.120] 他自己的方法
[01:51:12.120 --> 01:51:14.820] 通过他自己的方法成就的
[01:51:14.820 --> 01:51:17.260] 秘宗就是说
[01:51:17.260 --> 01:51:19.700] 如果你要通过秘宗的方法
[01:51:19.700 --> 01:51:21.100] 要成就的话呢
[01:51:21.100 --> 01:51:22.600] 那就必须得灌顶
[01:51:22.600 --> 01:51:25.780] 那如果不通过秘宗的方法
[01:51:25.780 --> 01:51:26.780] 还有没有方法呢
[01:51:26.780 --> 01:51:27.480] 那当然有
[01:51:27.480 --> 01:51:28.880] 比如说像禅宗啊
[01:51:28.880 --> 01:51:30.700] 其他方法也是有的
[01:51:30.700 --> 01:51:34.480] 但这两个的速度就不一样了
[01:51:34.480 --> 01:51:36.160] 就是灌顶呢
[01:51:36.160 --> 01:51:38.040] 然后通过秘宗的方法
[01:51:38.040 --> 01:51:40.960] 那就很快就可以证悟
[01:51:40.960 --> 01:51:42.700] 那仙宗呢
[01:51:42.700 --> 01:51:44.620] 也一样的可以证悟
[01:51:44.620 --> 01:51:45.240] 但是呢
[01:51:45.240 --> 01:51:46.740] 就是来得比较满
[01:51:46.740 --> 01:51:48.240] 对
[01:51:48.240 --> 01:51:54.180] 请问上师
[01:51:54.180 --> 01:51:55.840] 为什么念地藏经
[01:51:55.840 --> 01:51:57.680] 就可以超度王者
[01:51:57.680 --> 01:52:00.860] 是可以超度到极乐世界吗
[01:52:00.860 --> 01:52:01.640] 还是说
[01:52:01.640 --> 01:52:04.180] 只是说超度到散道
[01:52:04.180 --> 01:52:08.960] 这个可能要看这个超度的人的能力
[01:52:08.960 --> 01:52:12.740] 这个理论上你超度这个就是
[01:52:12.740 --> 01:52:15.800] 比如说如果如果如果有能力的话
[01:52:15.800 --> 01:52:16.920] 那就念地藏经
[01:52:16.920 --> 01:52:19.140] 那当然是可以超度啊
[01:52:19.140 --> 01:52:21.500] 超度到西方极乐世界也有可能啊
[01:52:21.500 --> 01:52:23.600] 但是我们普通人的话
[01:52:23.600 --> 01:52:25.000] 可能难啊
[01:52:25.000 --> 01:52:27.520] 但是这个如果念地藏经
[01:52:27.520 --> 01:52:28.840] 然后灰香啊
[01:52:28.840 --> 01:52:29.520] 发菩提心
[01:52:29.520 --> 01:52:32.000] 那就对它非常有帮助了
[01:52:32.000 --> 01:52:33.660] 那这也在某种程度上
[01:52:33.660 --> 01:52:36.460] 也可以说是一种超度
[01:52:36.460 --> 01:52:38.500] 对
[01:52:38.500 --> 01:52:41.640] 请问上师
[01:52:41.640 --> 01:52:43.200] 正悟空性以后
[01:52:43.200 --> 01:52:47.820] 直接观佛菩萨如幻如梦
[01:52:47.820 --> 01:52:51.320] 这个时候可以请佛菩萨入住
[01:52:51.320 --> 01:52:54.980] 是否就可以给佛像开光了吗
[01:52:54.980 --> 01:52:59.660] 佛像开光啊
[01:52:59.660 --> 01:53:01.200] 正悟空性以后
[01:53:01.200 --> 01:53:02.760] 如果是用这种方式
[01:53:02.760 --> 01:53:04.080] 正悟空性以后呢
[01:53:04.080 --> 01:53:06.060] 就是就不用观啊
[01:53:06.060 --> 01:53:08.020] 就看到任何一个东西啊
[01:53:08.020 --> 01:53:09.600] 都是都是就自然就
[01:53:09.600 --> 01:53:12.500] 自然就就变成了如幻如梦了
[01:53:12.500 --> 01:53:16.280] 自然就变成如幻如梦啊
[01:53:16.280 --> 01:53:17.560] 然后那个
[01:53:17.560 --> 01:53:21.420] 佛菩萨这个开光这些呢
[01:53:21.420 --> 01:53:23.380] 就是因为人就有这么一点
[01:53:23.380 --> 01:53:23.880] 这个
[01:53:23.880 --> 01:53:27.360] 佛像跟佛有一些分别
[01:53:27.360 --> 01:53:29.880] 如果有这样子的分别的时候呢
[01:53:29.880 --> 01:53:32.180] 当有这样子的分别的时候呢
[01:53:32.180 --> 01:53:33.480] 需要开光啊
[01:53:33.480 --> 01:53:36.060] 需要迎亲佛菩萨融入啊
[01:53:36.060 --> 01:53:36.840] 然后呢
[01:53:36.840 --> 01:53:39.260] 没有这样子的这个执着
[01:53:39.260 --> 01:53:41.220] 没有这样子的分别念啊
[01:53:41.220 --> 01:53:43.620] 都是就是清净的啊
[01:53:43.620 --> 01:53:46.620] 都知道这个万事万物跟佛菩萨都是一样
[01:53:46.620 --> 01:53:48.620] 就像圣祭子弟讲的一样
[01:53:48.620 --> 01:53:50.160] 本来就清净啊
[01:53:50.160 --> 01:53:51.620] 那就就不存在
[01:53:51.620 --> 01:53:52.920] 殷勤啊
[01:53:52.920 --> 01:53:53.800] 融入啊
[01:53:53.800 --> 01:53:54.600] 开光啊
[01:53:54.600 --> 01:53:55.840] 都不需要的
[01:53:55.840 --> 01:54:01.000] 他是不是讲的这个开光的原理
[01:54:01.000 --> 01:54:04.000] 就是说正悟空性的人就可以把那个
[01:54:04.000 --> 01:54:07.000] 请佛菩萨入住就可以给佛菩萨开光
[01:54:07.000 --> 01:54:08.000] 他是不是说的这个意思
[01:54:08.000 --> 01:54:09.000] 嗯
[01:54:09.000 --> 01:54:10.000] 应该是吧
[01:54:10.000 --> 01:54:14.280] 请问上师
[01:54:14.280 --> 01:54:19.720] 五方佛可以理解为佛性的五个功能作用而成就的吗
[01:54:19.720 --> 01:54:23.820] 五方佛就是这个佛性的五个功能
[01:54:23.820 --> 01:54:27.000] 这个就是现现啊
[01:54:27.940 --> 01:54:29.380] 他的一个别
[01:54:29.380 --> 01:54:31.820] 佛性是内在的啊
[01:54:31.820 --> 01:54:32.480] 然后呢
[01:54:32.480 --> 01:54:35.000] 这个五方佛是外现啊
[01:54:35.000 --> 01:54:37.460] 那这个他的不同的功能啊
[01:54:37.460 --> 01:54:38.800] 就是现现出这个
[01:54:38.800 --> 01:54:39.980] 五中
[01:54:39.980 --> 01:54:42.960] 佛和佛的插图
[01:54:42.960 --> 01:54:48.800] 最后一个问题啊
[01:54:48.800 --> 01:54:58.060] 上师灌顶的时候
[01:54:58.060 --> 01:55:00.820] 起的法名是不能让别人知道的吗
[01:55:00.820 --> 01:55:01.120] 对
[01:55:01.120 --> 01:55:01.480] 是的
[01:55:01.480 --> 01:55:03.640] 但自己不认识
[01:55:03.640 --> 01:55:06.400] 不知道什么名字有关系吗
[01:55:06.400 --> 01:55:07.920] 每次灌顶的名字
[01:55:07.920 --> 01:55:09.160] 自己要知道呀
